date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:41:58	3290/3290	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c5bb53489a0a9f602df0a24c5981523%22	https://discordapp.com/assets/5c5bb53489a0a9f602df0a24c5981523.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/5c5bb53489a0a9f602df0a24c5981523.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:41:58	1039886/1039886	---M--	200	added ('OK')	image/jpeg	etag:%22a79968491ff3fb067ce4d398beb4ade3%22	https://discordapp.com/assets/a79968491ff3fb067ce4d398beb4ade3.jpg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/a79968491ff3fb067ce4d398beb4ade3.jpg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:41:58	2552/2552	---M--	200	added ('OK')	image/png	etag:%221afb8f8e80a200ef3aa11131c0c07934%22	https://discordapp.com/assets/1afb8f8e80a200ef3aa11131c0c07934.png	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/1afb8f8e80a200ef3aa11131c0c07934.png	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:41:59	1143/1143	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eb7df431c75a876011cf8a271e42ef67%22	https://discordapp.com/assets/eb7df431c75a876011cf8a271e42ef67.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/eb7df431c75a876011cf8a271e42ef67.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:41:59	1177/1177	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220dad6ae26c09abbd543809368519a210%22	https://discordapp.com/assets/0dad6ae26c09abbd543809368519a210.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/0dad6ae26c09abbd543809368519a210.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:00	195/195	---M--	200	added ('OK')	image/png	etag:%22070055737be7cc01fb3d27820574133e%22	https://discordapp.com/assets/070055737be7cc01fb3d27820574133e.png	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/070055737be7cc01fb3d27820574133e.png	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:00	9749/9749	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225cead3f236ff233c59ebbf9caeda1b84%22	https://discordapp.com/assets/5cead3f236ff233c59ebbf9caeda1b84.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/5cead3f236ff233c59ebbf9caeda1b84.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:01	79856/79856	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226c6374bad0b0b6d204d8d6dc4a18d820%22	https://discordapp.com/assets/6c6374bad0b0b6d204d8d6dc4a18d820.woff	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/6c6374bad0b0b6d204d8d6dc4a18d820.woff	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:01	77784/77784	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22e8acd7d9bf6207f99350ca9f9e23b168%22	https://discordapp.com/assets/e8acd7d9bf6207f99350ca9f9e23b168.woff	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/e8acd7d9bf6207f99350ca9f9e23b168.woff	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:02	76744/76744	---MCZ	200	added ('OK')	application/font-woff	etag:W/%223bdef1251a424500c1b3a78dea9b7e57%22	https://discordapp.com/assets/3bdef1251a424500c1b3a78dea9b7e57.woff	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/3bdef1251a424500c1b3a78dea9b7e57.woff	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:02	82688/82688	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22be0060dafb7a0e31d2a1ca17c0708636%22	https://discordapp.com/assets/be0060dafb7a0e31d2a1ca17c0708636.woff	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/be0060dafb7a0e31d2a1ca17c0708636.woff	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:03	80000/80000	---MCZ	200	added ('OK')	application/font-woff	etag:W/%228e12fb4f14d9c4592eb8ec9f22337b04%22	https://discordapp.com/assets/8e12fb4f14d9c4592eb8ec9f22337b04.woff	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/8e12fb4f14d9c4592eb8ec9f22337b04.woff	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:03	101454/101454	---M--	200	added ('OK')	image/png	etag:%225d57632291e09c5bc2b5d6a0b20179fa%22	https://discordapp.com/assets/5d57632291e09c5bc2b5d6a0b20179fa.png	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/5d57632291e09c5bc2b5d6a0b20179fa.png	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:03	1467/1467	---M--	200	added ('OK')	image/png	etag:%22d20e43cdcadf850cfd8d4e953df0f3b4%22	https://discordapp.com/assets/d20e43cdcadf850cfd8d4e953df0f3b4.png	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/d20e43cdcadf850cfd8d4e953df0f3b4.png	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:04	1555/1555	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f4e75b5cafce1efdfc7013113575f9ff%22	https://discordapp.com/assets/f4e75b5cafce1efdfc7013113575f9ff.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/f4e75b5cafce1efdfc7013113575f9ff.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:04	3378/3378	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257084ade1ef56635452abceaca20d0bd%22	https://discordapp.com/assets/57084ade1ef56635452abceaca20d0bd.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/57084ade1ef56635452abceaca20d0bd.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:04	340/340	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220fce6d7622d8173fcee0397634bff5b5%22	https://discordapp.com/assets/0fce6d7622d8173fcee0397634bff5b5.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/0fce6d7622d8173fcee0397634bff5b5.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:05	340/340	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227619529e87dad31fd2ae83d9b9583e49%22	https://discordapp.com/assets/7619529e87dad31fd2ae83d9b9583e49.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/7619529e87dad31fd2ae83d9b9583e49.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:05	1934/1934	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260c3eaf0d7173c929482362ea1d2543a%22	https://discordapp.com/assets/60c3eaf0d7173c929482362ea1d2543a.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/60c3eaf0d7173c929482362ea1d2543a.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:05	3637/3637	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224ab2ee5027741df387151ca717ae5614%22	https://discordapp.com/assets/4ab2ee5027741df387151ca717ae5614.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/4ab2ee5027741df387151ca717ae5614.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:05	3871/3871	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a4ef7d20760cef4c165825770fd12ac7%22	https://discordapp.com/assets/a4ef7d20760cef4c165825770fd12ac7.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/a4ef7d20760cef4c165825770fd12ac7.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:06	4247/4247	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dae57381bd2599b546fc014a41708c06%22	https://discordapp.com/assets/dae57381bd2599b546fc014a41708c06.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/dae57381bd2599b546fc014a41708c06.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:06	5180/5180	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224dccddb260f35cb6e7c4abd18b407e1a%22	https://discordapp.com/assets/4dccddb260f35cb6e7c4abd18b407e1a.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/4dccddb260f35cb6e7c4abd18b407e1a.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:07	2639/2639	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22308ff351ddeee9adf7ad36bc07721744%22	https://discordapp.com/assets/308ff351ddeee9adf7ad36bc07721744.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/308ff351ddeee9adf7ad36bc07721744.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:07	3706/3706	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226a58ca3bc7015878ee64e769fd9d97d6%22	https://discordapp.com/assets/6a58ca3bc7015878ee64e769fd9d97d6.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/6a58ca3bc7015878ee64e769fd9d97d6.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:08	2244/2244	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b17fae7e904d1b03b9b30a0757d72bc1%22	https://discordapp.com/assets/b17fae7e904d1b03b9b30a0757d72bc1.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/b17fae7e904d1b03b9b30a0757d72bc1.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:08	5434/5434	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223408a4597fdee6f7edef69f7fb487b38%22	https://discordapp.com/assets/3408a4597fdee6f7edef69f7fb487b38.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/3408a4597fdee6f7edef69f7fb487b38.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:08	2975/2975	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2283b4390a8982df16d8b75d3282894c0f%22	https://discordapp.com/assets/83b4390a8982df16d8b75d3282894c0f.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/83b4390a8982df16d8b75d3282894c0f.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:08	4881/4881	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f3c851bfdcc86909ac7a0889040ce8fc%22	https://discordapp.com/assets/f3c851bfdcc86909ac7a0889040ce8fc.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/f3c851bfdcc86909ac7a0889040ce8fc.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:09	998/998	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22555a9bd0f67bc5f7d0c78d5c98ad6dc9%22	https://discordapp.com/assets/555a9bd0f67bc5f7d0c78d5c98ad6dc9.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/555a9bd0f67bc5f7d0c78d5c98ad6dc9.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:09	3313/3313	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2292fc72e47a5854ae12c1167e69573d77%22	https://discordapp.com/assets/92fc72e47a5854ae12c1167e69573d77.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/92fc72e47a5854ae12c1167e69573d77.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:10	82602/82602	---M--	200	added ('OK')	image/png	etag:%22f307550b0e648168fc41b9ec4dc7ed5c%22	https://discordapp.com/assets/f307550b0e648168fc41b9ec4dc7ed5c.png	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/f307550b0e648168fc41b9ec4dc7ed5c.png	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:10	1568/1568	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e25713e4eba8c1e069ceac8f90262f62%22	https://discordapp.com/assets/e25713e4eba8c1e069ceac8f90262f62.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/e25713e4eba8c1e069ceac8f90262f62.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:10	2624/2624	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228436f69c3df6453ce7c9c0deefeddfc1%22	https://discordapp.com/assets/8436f69c3df6453ce7c9c0deefeddfc1.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/8436f69c3df6453ce7c9c0deefeddfc1.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:10	360/360	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f815a774c2b98d3109293a4e2afb733c%22	https://discordapp.com/assets/f815a774c2b98d3109293a4e2afb733c.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/f815a774c2b98d3109293a4e2afb733c.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:11	7825/7825	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220c735bf91232f2a2266e6ba9d6753565%22	https://discordapp.com/assets/0c735bf91232f2a2266e6ba9d6753565.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/0c735bf91232f2a2266e6ba9d6753565.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:12	7508/7508	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223b24a631844102c844f8a27d9634b6fc%22	https://discordapp.com/assets/3b24a631844102c844f8a27d9634b6fc.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/3b24a631844102c844f8a27d9634b6fc.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:12	289/289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222ad33adc723eef7837aa4432d8b8e1be%22	https://discordapp.com/assets/2ad33adc723eef7837aa4432d8b8e1be.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/2ad33adc723eef7837aa4432d8b8e1be.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:12	1012/1012	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2297645e390161ce066d6a8d010d4d705c%22	https://discordapp.com/assets/97645e390161ce066d6a8d010d4d705c.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/97645e390161ce066d6a8d010d4d705c.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:13	7622/7622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b5d0fabb4afdf0666f3785f8c1d3beff%22	https://discordapp.com/assets/b5d0fabb4afdf0666f3785f8c1d3beff.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/b5d0fabb4afdf0666f3785f8c1d3beff.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:13	7446/7446	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e0c782560fd96acd7f01fda1f8c6ff24%22	https://discordapp.com/assets/e0c782560fd96acd7f01fda1f8c6ff24.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/e0c782560fd96acd7f01fda1f8c6ff24.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:14	921/921	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b0da31dc2b00717c1e35fb1f84f9b9b%22	https://discordapp.com/assets/5b0da31dc2b00717c1e35fb1f84f9b9b.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/5b0da31dc2b00717c1e35fb1f84f9b9b.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:14	2314/2314	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2204a2e1509ad72be575b1529b51ea3977%22	https://discordapp.com/assets/04a2e1509ad72be575b1529b51ea3977.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/04a2e1509ad72be575b1529b51ea3977.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:15	4514/4514	---M--	200	added ('OK')	image/png	etag:%224fd13d0ae5ddd4d5d3be4568b2090c1a%22	https://discordapp.com/assets/4fd13d0ae5ddd4d5d3be4568b2090c1a.png	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/4fd13d0ae5ddd4d5d3be4568b2090c1a.png	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:15	4540/4540	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2203d37220fc9a402dfc1ac0fc3a0e68f0%22	https://discordapp.com/assets/03d37220fc9a402dfc1ac0fc3a0e68f0.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/03d37220fc9a402dfc1ac0fc3a0e68f0.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:15	7220/7220	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22013c5f80926ca992c0d708af8ff334ea%22	https://discordapp.com/assets/013c5f80926ca992c0d708af8ff334ea.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/013c5f80926ca992c0d708af8ff334ea.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:16	7565/7565	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bb0498a0c697a956f54f2b26216d6a2e%22	https://discordapp.com/assets/bb0498a0c697a956f54f2b26216d6a2e.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/bb0498a0c697a956f54f2b26216d6a2e.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:16	16138/16138	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a873f632f0c10166704d70d7fb966565%22	https://discordapp.com/assets/a873f632f0c10166704d70d7fb966565.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/a873f632f0c10166704d70d7fb966565.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:16	3434/3434	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2219298ddf142a1ceaf0adaeda2f224490%22	https://discordapp.com/assets/19298ddf142a1ceaf0adaeda2f224490.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/19298ddf142a1ceaf0adaeda2f224490.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:17	11438/11438	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22da122e6ea7c85ec7db00cf1949dad206%22	https://discordapp.com/assets/da122e6ea7c85ec7db00cf1949dad206.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/da122e6ea7c85ec7db00cf1949dad206.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:17	11420/11420	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a561f293f7769527f40116503320a5%22	https://discordapp.com/assets/60a561f293f7769527f40116503320a5.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/60a561f293f7769527f40116503320a5.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:18	1769/1769	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2294ff6fdc535b6ecb7b1bc54f2dd56a10%22	https://discordapp.com/assets/94ff6fdc535b6ecb7b1bc54f2dd56a10.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/94ff6fdc535b6ecb7b1bc54f2dd56a10.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:18	1757/1757	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f6af0869894912b0d08e2729fd9c22c9%22	https://discordapp.com/assets/f6af0869894912b0d08e2729fd9c22c9.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/f6af0869894912b0d08e2729fd9c22c9.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:18	15054/15054	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c486dc65ce2877eeb18e4c39bb49507a%22	https://discordapp.com/assets/c486dc65ce2877eeb18e4c39bb49507a.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/c486dc65ce2877eeb18e4c39bb49507a.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:18	15134/15134	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228c1fd3ecbbf620ec49cecda2aa53f256%22	https://discordapp.com/assets/8c1fd3ecbbf620ec49cecda2aa53f256.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/8c1fd3ecbbf620ec49cecda2aa53f256.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:19	320/320	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22322977be43163c5e0a9d2a1108ae04c9%22	https://discordapp.com/assets/322977be43163c5e0a9d2a1108ae04c9.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/322977be43163c5e0a9d2a1108ae04c9.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:19	317/317	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b1c929f9160a3fe04306b6aef6fa1c02%22	https://discordapp.com/assets/b1c929f9160a3fe04306b6aef6fa1c02.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/b1c929f9160a3fe04306b6aef6fa1c02.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:19	354/354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22124a09b8684fa95bdd529d71fbe66f01%22	https://discordapp.com/assets/124a09b8684fa95bdd529d71fbe66f01.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/124a09b8684fa95bdd529d71fbe66f01.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:19	351/351	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a548e6d1dcea000b680726ff489a84a8%22	https://discordapp.com/assets/a548e6d1dcea000b680726ff489a84a8.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/a548e6d1dcea000b680726ff489a84a8.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:19	59399/59399	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220b298968e0a756e25677771fd6b58b34%22	https://discordapp.com/assets/0b298968e0a756e25677771fd6b58b34.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/0b298968e0a756e25677771fd6b58b34.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:20	62433/62433	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220900c33038a1b28283644e5870de552f%22	https://discordapp.com/assets/0900c33038a1b28283644e5870de552f.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/0900c33038a1b28283644e5870de552f.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:21	7676/7676	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220858a3392fd80f98d8957ad7c3e195d3%22	https://discordapp.com/assets/0858a3392fd80f98d8957ad7c3e195d3.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/0858a3392fd80f98d8957ad7c3e195d3.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:21	14280/14280	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a7071622918d45eac43d07e0fc92d44c%22	https://discordapp.com/assets/a7071622918d45eac43d07e0fc92d44c.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/a7071622918d45eac43d07e0fc92d44c.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:21	1068/1068	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229d5a0ed6004593447a865df0f7eb149e%22	https://discordapp.com/assets/9d5a0ed6004593447a865df0f7eb149e.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/9d5a0ed6004593447a865df0f7eb149e.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:21	884/884	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2238bba2d1bd82fd0b60d33367adccf8b7%22	https://discordapp.com/assets/38bba2d1bd82fd0b60d33367adccf8b7.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/38bba2d1bd82fd0b60d33367adccf8b7.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:22	911/911	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fd7c3b7bb65f185a5d91f5302f30ac0c%22	https://discordapp.com/assets/fd7c3b7bb65f185a5d91f5302f30ac0c.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/fd7c3b7bb65f185a5d91f5302f30ac0c.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:22	437/437	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222cff836e7866cfd41cf71752ed033f1c%22	https://discordapp.com/assets/2cff836e7866cfd41cf71752ed033f1c.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/2cff836e7866cfd41cf71752ed033f1c.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:22	805/805	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b5db5aa26e85a4239c15f10eab2031c0%22	https://discordapp.com/assets/b5db5aa26e85a4239c15f10eab2031c0.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/b5db5aa26e85a4239c15f10eab2031c0.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:22	589/589	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b5061d752abdcf5f44d6f1a217cd0853%22	https://discordapp.com/assets/b5061d752abdcf5f44d6f1a217cd0853.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/b5061d752abdcf5f44d6f1a217cd0853.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
04:42:23	888/888	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22601c3d0141413d8eea298446d32ca099%22	https://discordapp.com/assets/601c3d0141413d8eea298446d32ca099.svg	C:/Users/Psycho/Desktop/Theox/Thexo/discordapp.com/assets/601c3d0141413d8eea298446d32ca099.svg	(from https://discordapp.com/assets/0.1c8060f8888950bf2fd3.css)
